,topic,category,content
284,Ashwin played his role to perfection against DC: Mohammad Kaif,sports,"Former Indian cricketer Mohammad Kaif has praised RR's Ravichandran Ashwin for his performance against DC, stating that the all-rounder performed his role to perfection. ""It was not easy to bat because the ball was stopping on the pitch,"" added Kaif. Batting at the number three position, Ashwin scored 50 off 38 balls to help RR post 160/6."
285,CSK captaincy took a heavy toll on Ravindra Jadeja: Lalchand Rajput,sports,"Ex-India cricketer Lalchand Rajput said CSK all-rounder Ravindra Jadeja could not perform well in IPL 2022 as captaincy took a ""heavy toll"" on him. ""CSK will miss the services of Jadeja as he was an important player,"" added Rajput. Jadeja has been ruled out of IPL 2022, owing to a bruised rib during CSK's defeat against RCB on May 4."
286,No harm in dreaming: Sehwag on PBKS' chances of reaching IPL 2022 playoffs,sports,"Discussing PBKS' chances of reaching the IPL 2022 playoffs, ex-India opener Virender Sehwag said there is ""no harm"" in dreaming. ""They will have to believe that they can win...and that is something I have not seen...so far,"" added Sehwag. Discussing PBKS' match against RCB, Sehwag stated, ""It is crucial that PBKS win. However, they don't win important matches anyway."""
287,"Asked bowlers to show a lot of character vs MI, forget about result: Dhoni",sports,"CSK captain MS Dhoni said he asked his bowlers to show a ""lot"" of character, put the opposition under pressure and forget about the result, while attempting to defend 97-run total in his team's loss against MI. ""Irrespective of how the wicket is, anything below 130 is difficult to defend,"" added Dhoni. Dhoni stated CSK's batters should've applied themselves better."
288,Pant should not even try doing what MS Dhoni does now: Ajay Jadeja,sports,"Ex-India batter Ajay Jadeja said DC captain Rishabh Pant ""should not"" even try doing what MS Dhoni does currently, adding that Pant should do what Dhoni used to do at his age. ""Pant is a young player but [it] feels like he's been made a senior statesman very early,"" stated Ajay. Dhoni's current strike rate in IPL 2022 is 139.31."
289,Ponting backed Rishabh Pant ahead of Shreyas Iyer: Ajay Jadeja,sports,"Talking about DC's performance in the ongoing IPL season, ex-India cricketer Ajay Jadeja said Rishabh Pant has been good with the captaincy. ""At times, when someone is made captain, you can feel that someone's guiding them. But with Pant, it's clear that he is the one calling the shots. Ricky Ponting backed Pant ahead of ex-captain Shreyas Iyer,"" he added. "
290,"Once Marsh gets going, he's one of the best T20 batters in the world: Watson ",sports,"DC assistant coach Shane Watson said Mitchell Marsh is ""one of the best T20 batters in the world"" when he gets going. ""It took Marsh a few games to get going...after the COVID-19 setback...[but] he adds a lot of value,"" added Watson. Marsh scored 89(62) to help DC chase down RR's 160-run total. Currently, DC are fifth on IPL standings."
291,Replacing Chahal is no mean feat: RCB spin bowling coach Sriram on Hasaranga,sports,"RCB spin bowling coach Sridharan Sriram said spinner Wanindu Hasaranga has handled the pressure and expectations brilliantly in the ongoing IPL season after being bought for ₹10.75 crore at the mega auction. ""Replacing Yuzvendra Chahal at RCB is no mean feat...and to come and fill in his boots and be second on the [wicket-takers'] list is brilliant,"" he added. "
292,"I want to steal Djokovic's elasticity, Nadal's self-sacrifice: Alcaraz",sports,"Spain's Carlos Alcaraz said he wants to steal Novak Djokovic's elasticity and physique as well as Roger Federer's elegance. ""I would steal Rafael Nadal's fighting spirit, self-sacrifice, work ethic. If I have to train three hours, I train at 200 percent intensity,"" added Alcaraz. ""I want to continue climbing...If it can be to heaven, even better,"" stated Alcaraz."
293,"Can't finish semi-final at 1 am, play final next day: Djokovic backs Zverev",sports,"Reacting to Alexander Zverev criticising the ATP Tour for scheduling his Madrid Open final a day after his semi-final, Novak Djokovic said, ""You can't finish your semi-final match at 1 am and play the final...next day."" ""I understand...they want to sell more tickets...but that can cause problems,"" added Djokovic. Zverev lost his Madrid Open final against Carlos Alcaraz."
294,He was set to sign a new Barca contract: PSG's Paredes on teammate Messi,sports,"PSG midfielder Leo Paredes said his team's forward Lionel Messi was going to sign a new contract with Barcelona having arranged everything, before suddenly opting to join PSG instead. ""I don't know what happened on that trip to Barcelona because the same night he was going to sign the contract, Messi told us he was coming here,"" added Paredes."
295,List of 10 highest-paid sportspersons released by Forbes,sports,"Argentina and PSG forward Lionel Messi was the highest-paid sportsperson over the past year with earnings of $130 million, as per Forbes' list of 10 highest-paid sportspersons. It is the second time that Messi has topped the list. He is followed by LeBron James ($121.2 million) and Cristiano Ronaldo ($115 million)"
296,"CSK unfollow Ravindra Jadeja on Instagram, CEO denies rumours of rift",sports,"CSK unfollowed Ravindra Jadeja on Instagram, sparking rumours of a rift. Following this, CSK CEO Kasi Viswanathan told The Indian Express, ""I've no knowledge of what's going on there."" Rubbishing rift rumours, he added, ""What I can tell you is that from the management side, there has been no problem and whatever is there on social media, I'm not aware."""
297,Ravindra Jadeja ruled out of remaining IPL 2022 matches,sports,Chennai Super Kings (CSK) all-rounder Ravindra Jadeja has been ruled out of the remaining matches of IPL 2022 owing to a bruised rib. He had sustained the injury during CSK's match against Royal Challengers Bangalore (RCB) on May 4. Jadeja scored 116 runs and took five wickets in 10 IPL 2022 matches.
298,"They can't feel what I feel, they can't live my life: Virat Kohli on critics amid poor form",sports,"Talking about critics questioning him over his poor form, RCB batter Virat Kohli, in an interaction with Danish Sait, said, ""They can't be in my shoes. They can't feel what I feel."" He added, ""They can't live my life. They can't live those moments."" Kohli further said that he doesn't pay attention to the ""outside noise""."
299,"Shubman Gill reacts to getting trolled for 'slow knock', shares tortoise and hare emoji",sports,"GT's Shubman Gill took to Twitter to react to a news article about him getting trolled for his ""slow knock"" in his team's victory against LSG. He posted an emoji of a tortoise and a hare, seemingly referring to the fable, where the tortoise beats the hare in a race. Gill was named Player of the Match for scoring 63*(49)."
300,"I mute the TV, I don't pay attention to what people are saying: Virat Kohli on critics",sports,"Talking about how he cuts out the outside noise amid his bad form in IPL 2022, Virat Kohli said, ""You either mute the TV or don't pay attention to what people are saying. I do both of these things."" Kohli has scored 216 runs in IPL 2022 so far at an average of 19.64 and a strike rate of 111.34."
301,"LSG mentor Gambhir's dressing room speech after loss to GT goes viral, says 'We gave up'",sports,"LSG mentor Gautam Gambhir's dressing room speech following their defeat against GT went viral. In the video shared by LSG, Gambhir said, ""There's nothing wrong in losing. It's absolutely fine. There's a lot wrong in giving up."" He added, ""Today...I thought that we gave up. We were weak. Honestly, there's no place for being weak in a tournament like IPL."""
302,"DC to bowl first against RR, make 2 changes to their playing XI",sports,"DC captain Rishabh Pant won the toss and elected to bowl first against RR in their IPL 2022 clash on Wednesday. DC have made two changes to their playing XI, with Lalit Yadav and Chetan Sakariya replacing Ripal Patel and Khaleel Ahmed, respectively. Meanwhile, Rassie van der dussen has replaced Shimron Hetmyer in RR's playing XI."
303,Ravichandran Ashwin smashes his first-ever fifty in IPL ,sports,"Rajasthan Royals (RR) all-rounder Ravichandran Ashwin on Wednesday smashed his first-ever fifty in IPL. Playing his 71st innings in IPL, the 35-year-old scored 50 runs off 38 deliveries while batting at number three against Delhi Capitals (DC). Ashwin smashed four fours and two sixes during his knock. Ashwin has now scored 589 runs in his IPL career."
304,Anushka Sharma praises Virat Kohli for laughing at jokes about his bad form in interview,sports,"Actress Anushka Sharma took to her Instagram Stories to praise her husband, RCB batter Virat Kohli, for laughing at jokes about his bad form in a recent interview. Anushka wrote, ""If you cannot laugh at yourself, you may be missing the colossal joke of the century."" Kohli was seen laughing when the interviewer asked him about his ""pet ducks""."
305,"DC defeat RR to record their 6th victory in IPL 2022, get to 12 points",sports,"DC defeated RR by eight wickets in their IPL 2022 clash on Wednesday. DC have now won six matches in the tournament and are fifth on the points table with 12 points. RR put up a total of 160/6, driven by Ravichandran Ashwin's 50(38). Mitchell Marsh's 89(62) and David Warner's 52*(41) helped DC chase down the target in 18.1 overs."
306,Felt like I've seen everything now: Kohli on smiling after 2nd golden duck in IPL 2022,sports,"Virat Kohli, in a video shared by RCB, said he felt helpless after he recorded his second golden duck in IPL 2022. ""It hasn't happened to me ever in my career...That's why I smiled because I felt like I've seen everything now. It has been so long that I have seen everything this game has to show me,"" Kohli added."
307,How does the IPL 2022 points table read with 12 matches remaining?,sports,"DC recorded their sixth win in IPL 2022 after defeating RR. With 12 matches remaining in league stage, DC are fifth on the points table with 12 points and NRR of 0.210. RR and RCB have 14 points each, while SRH, KKR and PBKS have 10 points each. Eight teams are in contention for the remaining three playoffs spots."
308,"What we talked was personal, not even my brothers know about it: Rizwan on chat with Kohli",sports,"On being asked about his interaction with Virat Kohli after Pakistan's win against India in T20 World Cup 2021, Pakistan wicketkeeper-batter Muhammad Rizwan said, ""What we talked was personal."" He added, ""At my home, not even my brothers know about it."" Rizwan further said that he would pray for Kohli as the ex-India captain is going through a tough phase."
309,"Pics of Ashwin's unusual batting stance against DC go viral, fans react",sports,"Pictures of RR all-rounder Ravichandran Ashwin's unusual batting stance against DC have gone viral. Reacting to the crouched stance, a fan jokingly tweeted, ""Ashwin is so humble, very down to earth guy."" ""IPL is his experiment lab,"" wrote another. Other tweets read, ""Love his innovations and experimentations"" and  ""Ashwin never fails to entertain."""
310,Had a few practice games where I opened also: Ashwin on batting at no. 3,sports,"RR all-rounder Ravichandran Ashwin, who has now batted thrice at the number three position in IPL 2022, has revealed that the management had ""communicated properly"" that they would be using him up the order at the start of the season. ""We had a few practice games where I opened  [also],"" he added. Ashwin scored 50(38) against DC on Wednesday. "
311,"Very disappointing, we were a few runs short, a few wickets short: Samson",sports,"RR captain Sanju Samson said that it was ""very disappointing"" to lose against DC on Wednesday. He added, ""We were few runs short, and few wickets short in the middle...While bowling second we dropped a few catches. Really disappointed."" DC chased down RR's 160-run total in 18.1 overs to register their sixth win in the ongoing IPL season. "
312,"After injury, COVID, I felt I was batting with the wrong end of my bat: Marsh ",sports,"Speaking about how he struggled to find rhythm due to an injury and then testing positive for COVID-19 in IPL 2022, DC all-rounder Mitchell Marsh said, ""I felt I was batting with the wrong end of my bat."" Marsh was named Man of the Match for his performance against RR on Wednesday. The 30-year-old picked two wickets and scored 89(62). "
313,"Cummins is a world-class bowler, KKR still benched him: Shastri",sports,"Discussing all-rounder Pat Cummins, ex-India coach Ravi Shastri said, ""Thankfully KKR...played Cummins [in their win against MI by 52 runs]. [I] wonder what he was doing warming the bench."" ""He is Australia's Test captain, a world-class bowler and they still benched him,"" added Shastri. Cummins has taken seven wickets in IPL 2022 so far at an economy rate of 10.68."
314,"Pant shouldn't think too much, just smack the ball like Russell: Shastri",sports,"Ex-India coach Ravi Shastri said DC captain Rishabh Pant should just smack the ball like KKR all-rounder Andre Russell, rather than thinking too much. ""Who knows, you might win more matches than people expect you to,"" added Shastri. ""[Pant's] getting off to starts and then getting out in a manner which he wouldn't like,"" stated Shastri."
315,"Kuldeep Yadav is too slow in the air, always a gamble for DC: Manjrekar",sports,"Former India batter Sanjay Manjrekar said DC spinner Kuldeep Yadav is a bit ""too slow"" in the air which always makes him a gamble for DC. ""If Kuldeep works on his fitness and flight and overcomes his natural weakness, he will be more effective,"" added Manjrekar. Kuldeep has picked 18 wickets in 11 IPL 2022 matches so far."
316,We will make it right next season: MI's Ishan Kishan ,sports,"With MI being at the bottom of the IPL 2022 points table, opener Ishan Kishan said they will ""make it right next season"". On his own performance, Ishan said, ""[Initially], my focus was on giving good starts to the team. But later on, somewhere I was trying to finish the games...maybe I lost my focus in first six overs."""
317,"Don't think RR have high hopes from Boult, he is not reliable: Manjrekar",sports,"Cricketer-turned-commentator Sanjay Manjrekar said he doesn't think RR will have high hopes from their pacer Trent Boult, adding that he is not reliable in the middle and death overs. ""If he was such an important player, MI would have bid for him,"" stated Manjrekar. Boult has picked nine wickets in IPL 2022 so far at an economy rate of 8.37."
318,"Umran capable of playing int'l cricket, his 90% deliveries are 145 kmph: Steyn",sports,"Former South Africa pacer Dale Steyn has termed SRH pacer Umran Malik an ""all-out fast bowler"", who is capable of playing international cricket. Steyn added, ""How India uses Umran is up to them...[but] one guy bowling 150 kmph consistently, I think every international team will want him. How and where you use him is critical,"" Steyn."
319,"More pressure on RR than DC, DC are like a wounded tiger: Ajay Jadeja",sports,"Ex-India batter Ajay Jadeja said there is more pressure on RR than DC in their upcoming match, despite being currently placed third on the IPL 2022 points table. ""DC have been so up and down that it's...difficult...to predict what RR will be up against. DC are like a wounded tiger,"" added Ajay. ""They have everything to lose,"" stated Ajay."
320,There is a big question mark on Kieron Pollard's form: Parthiv,sports,"Ex-India player Parthiv Patel has said MI all-rounder Kieron Pollard's form is the only point of concern for MI ahead of their match against CSK on Thursday. ""There is a big question mark on Pollard's form and the way he is approaching the game,"" he added. So far, Pollard has scored 144 runs from his 11 games this season. "
321,Glad I never had him as a coach: Ex-Man Utd star Evra on Pep Guardiola,sports,"Former Manchester United defender Patrice Evra said he is ""glad"" he was never coached by Manchester City manager Pep Guardiola. ""You have the impression that he is playing on the PlayStation,"" added Evra. ""Guardiola doesn't want leaders. He doesn't want personality,"" he stated. ""There is no Plan B. When they are in trouble, what do they do?"" said Evra."
322,"GT beat LSG to record their biggest win, become 1st team to qualify for IPL 2022 playoffs",sports,"GT defeated LSG by 62 runs to record their biggest win (by runs) in IPL 2022. With the win, GT moved to the top of the points table and became the first team to qualify for the IPL 2022 playoffs. Shubman Gill top-scored for GT with 63*(49), while their vice-captain Rashid Khan recorded bowling figures of 3.5-0-24-4."
323,"GT to bat first against LSG in top-of-the-table clash, make 3 changes to playing XI",sports,"Second-placed GT captain Hardik Pandya won the toss and elected to bat first against first-placed LSG. GT have made three changes to their playing XI, with Matthew Wade, Sai Kishore and Yash Dayal replacing Lockie Ferguson, Sai Sudharsan and Pradeep Sangwan. Karan Sharma has replaced Ravi Bishnoi in LSG's playing XI."
324,How does the IPL 2022 points table read as GT qualify for playoffs?,sports,"With their win against LSG, GT moved to the top of the IPL 2022 points table with 18 points and qualified for the playoffs. LSG are placed second on the table with 16 points and a net run-rate (NRR) of 0.385. RR and RCB have 14 points each, while DC, SRH, KKR and PBKS have 10 points each."
325,I was 117 kg during my U-19 days: CSK's 21-year-old spinner Theekshana,sports,"CSK's 21-year-old spinner Maheesh Theekshana has revealed he was 117 kg during his Under-19 days. ""I had to work harder to get my weight and skin folds down in the yo-yo test. In 2020, I got everything down and brought my fitness to the required level,"" he added. ""I never thought CSK would bid for me this year,"" he stated."
326,Nepal bowler Sita Rana Magar does viral 'Pushpa' celebration after taking wicket,sports,"Nepal's bowler Sita Rana Magar moved her hand under the chin, mimicking actor Allu Arjun's style in the movie 'Pushpa', to celebrate after taking a wicket. She did the viral 'Pushpa' celebration in a match between Tornadoes Women and Sapphires Women at the Fairbreak Invitational Women's T20 2022 tournament in Dubai. ICC's official Instagram account shared Magar's 'Pushpa' celebration video."
327,"Shimron Hetmyer blessed with first child, RR share video",sports,"RR batter Shimron Hetmyer has been blessed with his first child. RR took to Instagram to share a video of Hetmyer holding the newborn in his arms and wrote, ""The newest (and the cutest) addition to our #RoyalsFamily. Congratulations, @shetmyer and @tequila_goddess_nu."" Hetmyer had gone to Guyana for his child's birth and is expected to join RR squad later."
328,Man City confirm agreement to sign Haaland in deal reported to be worth £51.5 million,sports,"Manchester City have confirmed a deal to sign Erling Haaland from Borussia Dortmund this summer. The striker's buyout clause, reported to be £51.5 million, has been met by Manchester City. The Norway international will earn £375,000 per week excluding bonuses. Haaland will join the club on July 1, subject to the club finalising terms with the player."
329,Bumrah shares pic of match ball after posting his best figures in T20 cricket,sports,"MI fast bowler Jasprit Bumrah took to Instagram to share a picture of the match ball after he recorded his best figures in T20 cricket. Bumrah, who registered figures of 4-1-10-5 against KKR on Monday, wrote, ""Disappointed with last night's result but a memorable evening nevertheless."" It was Bumrah's first-ever five-wicket haul in T20 cricket."
330,"31-yr-old ex-NBA player Adreian Payne shot dead, police release pic of suspect ",sports,"Ex-NBA player Adreian Payne was shot dead in a Florida townhouse on Monday. Police were called to the scene of the shooting in Orlando at around 1.30 am, following which the 31-year-old was rushed to the hospital, where he was declared dead. Police have released the picture of a suspect, 29-year-old Lawrence Dority, who was arrested and charged with murder."
331,"How can PBKS, who have the 2nd worst NRR, still qualify for IPL 2022 playoffs?",sports,"PBKS are currently placed eighth on IPL 2022 points table with 10 points. PBKS currently have the second-worst net run-rate (NRR) of -0.231. PBKS would need to win their remaining three matches (against RCB, DC and SRH) with huge margins to get to 16 points and better their NRR. They'd also want RR and RCB to lose their remaining matches."
332,"Rahul Dravid not to attend BJP event in Himachal Pradesh, says 'reports incorrect'",sports,"India head coach Rahul Dravid has refuted media reports which claimed that he would be participating in BJP Yuva Morcha's National Working Committee session in Dharamshala. ""A section of the media has reported that I will attend a meeting in Himachal Pradesh from May 12-15. I wish to clarify that the said report is incorrect,"" Dravid told ANI."
333,"EA and FIFA to end partnership, FIFA game to be called EA Sports FC from 2023",sports,"Electronic Arts (EA) and FIFA have announced that they are ending their decades-long partnership. FIFA said it'd launch new football video games developed by third-party studios and publishers, but added it has granted a new short-term extension to EA Sports to launch 'FIFA 23' this year. EA said that it'll rebrand EA Sports FIFA as EA Sports FC from 2023."
334,We outplayed MI in all 3 departments: Shreyas on KKR's 52-run win,sports,"Following KKR's 52-run win over MI in IPL, KKR captain Shreyas Iyer said his side outplayed the five-time champions in all three departments. ""Let's try to gauge what we did really well...let it get into your mind so that we can keep repeating this thing again and again,"" he added. Chasing 166, MI were all-out for 113 in 17.3 overs."
335,DC captain Pant is almost at his best when he's reckless: Vettori,sports,"Discussing Rishabh Pant's form in ongoing IPL, ex-New Zealand captain Daniel Vettori said the DC captain is almost at his best when he's ""reckless"". He added, ""We've seen him play some exceptional innings when he just continues to take teams downtime and time again."" Pant has scored 281 runs from 11 matches so far. DC are currently fifth in standings.
"
336,There's lot of noise outside but it doesn't affect me: MI pacer Bumrah ,sports,"MI pacer Jasprit Bumrah said he knows there's a lot of ""noise outside"" about his form in ongoing IPL but it doesn't affect him. ""Because I'm not a person who judges my performance on what others think or what...experts are saying,"" he added. Bumrah, who took his maiden fifer in IPL on Monday, has taken 10 wickets from 11 matches."
337,LSG are peaking at the right time in IPL: Jaffer,sports,"Talking about table-toppers LSG, ex-India cricketer Wasim Jaffer said KL Rahul-led side are peaking at the right time in IPL 2022. He added that they won their last match against KKR with a big margin of 75 runs and every match of theirs has gone down the wire. ""They've never lost any matches as a one-sided affair,"" he further said."
338,GT will be 1st team to qualify for playoffs in IPL 2022: Harbhajan,sports,"Harbhajan Singh has said that GT are going to beat LSG and become the first team to qualify for IPL 2022 playoffs. ""Hardik Pandya-led side is very strong. Rashid Khan is in great form...coach Ashish Nehra is giving them just the right amount of confidence,"" he stated. Both teams have eight wins each so far."
339,There's no fear of world in their game: Gavaskar on IPL debutants GT,sports,"Commenting on Gujarat Titans' form in IPL 2022, ex-India captain Sunil Gavaskar said the IPL debutants are performing well and winning because ""there's no fear of the world in their game"". He added, ""They are enjoying their game and playing positive cricket."" GT are currently placed second on the points table, having won eight out of 11 matches so far."
340,Bumrah showed us the tough length to bowl on DY Patil pitch: KKR's Cummins,sports,"Crediting Jasprit Bumrah for his bowling against KKR in IPL 2022, KKR pacer Pat Cummins(3/22) said the MI pacer showed them the tough length to bowl on DY Patil Stadium pitch on Monday. Bumrah's first five-wicket haul in IPL helped reduce KKR from 136/3 in the 14th over to 165/9 after 20. KKR beat MI by 52 runs.
"
341,"IPL auction is important, 50% of the job is done on auction table: Gambhir",sports,"Stressing on the importance of IPL mega auction, LSG mentor Gautam Gambhir said, ""50% of the job is done on the auction table. It helps the management when you pick a good side."" He added, ""But as long as they don't perform on...field, it doesn't matter even if you pick the best possible players."" It's LSG's maiden IPL season."
342,"Once I started to understand game bit more, was always fan of Kohli: Gill",sports,"On being asked about his greatest inspiration, GT opener Shubman Gill said while growing up, it was Sachin Tendulkar. ""Once he retired and once I started to understand the game a bit more, I was always a fan of Virat [Kohli] bhai,"" he added. With 384 runs from 12 matches, Gill is currently the leading-scorer for GT in ongoing IPL.
"
343,"When I was small, I would always keep the light on: Rafael Nadal",sports,"Rafael Nadal said he would always keep the light on when he was small, adding that he nowadays falls asleep with the television on. ""Being alone in the dark is something I don't like. I'm not the most courageous guy in the world outside...the court,"" Nadal had earlier stated. ""I won't go on the motorbike,"" he had further said."
344,India enter 2022 Uber Cup knockouts after 4-1 win over USA,sports,"India entered the knockout stage of 2022 Uber Cup Finals after defeating USA 4-1 in their Group D tie in Bangkok on Tuesday. While world number seven PV Sindhu, Aakarshi Kashyap, Ashmita Chaliha and doubles duo of Tanisha Crasto and Treesa Jolly won their respective matches, the doubles pair of Ritika Thaker and Simran Singhi lost their match. "
345,It's always special: Djokovic on his matches vs Nadal at Italian Open,sports,"World number one Novak Djokovic said his matches against 10-time champion Rafael Nadal at Italian Open have always been special. ""We've played so many years...so many matchups on this surface than any other surface,"" he added. Nadal and Djokovic are slated to meet in semi-finals. 
Djokovic has won only three of his nine matches against Nadal in Rome. "
346,Goal is to win one of the 3 Grand Slams that remain this year: Alcaraz,sports,"World number six Carlos Alcaraz said winning one of the remaining three Grand Slams of 2022 is his goal this year, adding he's hopeful to do it at upcoming French Open. ""It's a great motivation for me [to win a Slam] and I'll fight for it,"" he added. The 19-year-old recently won his fourth title of 2022 at Madrid Open."
347,I left him confused sometimes: Ex-Real Madrid keeper López on Messi,sports,"Ex-Real Madrid goalkeeper Diego López said he managed to confuse former Barcelona forward Lionel Messi sometimes. ""The best players I have had in front of me over the years are Cristiano Ronaldo and Messi. I was lucky enough to be Cristiano’s partner for two years,"" added López. López is the first goalkeeper to save two penalties by the Argentine."
348,Carlos Alcaraz is undoubtedly the best player in the world this year: Djokovic,sports,"Novak Djokovic said Spain's Carlos Alcaraz has been undoubtedly the world's best player so far this year. ""At Roland Garros, he is...one of the...favourites...though he's never reached the second week of a Grand Slam,"" added Djokovic. Alcaraz recently became the first player to beat both Djokovic and Rafael Nadal in the same clay court tournament, during the Madrid Open."
349,How does the IPL 2022 points table read as MI record their most losses in a season?,sports,"MI registered their most defeats in an IPL season after losing their ninth match in IPL 2022, against KKR on Monday. MI are last on the table with four points and a net run-rate of -0.894. KKR jumped to the seventh position with 10 points. DC, SRH and PBKS are the other teams having 10 points each."
350,CEO is also involved in team selections: KKR captain Shreyas Iyer on frequent changes,sports,"During the presentation ceremony after their victory against MI, KKR captain Shreyas Iyer revealed that the franchise CEO Venky Mysore is also involved in team selections. Iyer was answering a question on frequent changes to their playing XI. Iyer added that it is really difficult to tell players about axings. ""Each and every player takes it well,"" he added."
351,What are the best bowling figures in IPL history?,sports,"MI's Jasprit Bumrah on Monday recorded the fifth-best bowling figures in IPL history after registering figures of 4-1-10-5 against KKR. The best bowling figures were recorded by Alzarri Joseph in 2019, when he took six wickets for 12 runs for MI against SRH. Sohail Tanvir and Adam Zampa are other two bowlers to take six wickets in an IPL match."
352,"Kieron Pollard accidentally hits umpire with the ball while bowling, video goes viral",sports,"MI all-rounder Kieron Pollard accidentally hit on-field umpire Chris Gaffaney with the ball while bowling during his team's match against KKR. While Pollard was about to bowl the fifth delivery in KKR's 10th over, the ball slipped out of his hands and hit the umpire. ""When you're throwing chalk at your friend, but it hits the teacher,"" a user tweeted."
353,Daddy showing who is the boss: Ravi Shastri on Bumrah's first-ever 5-wicket haul in IPL,sports,"After Jasprit Bumrah recorded his first-ever five-wicket haul in IPL, former India head coach Ravi Shastri tweeted, ""Daddy showing who is the boss."" He added, ""Hope the young boys are watching. Class is permanent."" Bumrah registered figures of 4-1-10-5 against KKR, the best figures by any bowler in IPL 2022."
354,Jasprit Bumrah records best bowling figures of IPL 2022,sports,"MI fast bowler Jasprit Bumrah on Monday recorded the best bowling figures of IPL 2022 so far. The 28-year-old registered figures of 4-1-10-5 against KKR. The previous best bowling figures in IPL 2022 were recorded by RCB leg-spinner Wanindu Hasaranga, who had taken five wickets for 18 runs against SRH. Bumrah has now taken 10 wickets in IPL 2022."
355,Spent 2-3 days in just a towel in hotel in Mumbai as airline lost my luggage: DC's Powell,sports,"DC batter Rovman Powell revealed he had to spend two-three days wearing just a towel in his hotel room when he landed in Mumbai as the airline lost his luggage. He added, ""I was told the airline didn't have...my bags. The only thing I had with me was my hand baggage when I left airport...I didn't have any extra clothes."""
356,"Rohit's shocked reaction after his controversial DRS dismissal goes viral, fans react",sports,"MI captain Rohit Sharma was declared out by third umpire after KKR opted for DRS for a caught behind. A video of Rohit's shocked reaction went viral on social media as the UltraEdge showed a spike even before the ball passed the bat. ""IPL should also include HotSpot,"" a fan tweeted. ""Very very poor umpiring this season,"" another wrote."
357,KKR keep their IPL 2022 playoffs hopes alive with 52-run victory against MI,sports,"KKR defeated MI by 52 runs in IPL 2022 on Monday to stay in the contention for a playoffs berth. With the win, KKR moved to the seventh spot from ninth spot on the points table. MI have now lost nine matches in the tournament. KKR will next face SRH on Saturday, while MI will next face CSK on Thursday."
358,Holy moly! My husband is fire: Sanjana Ganesan after Bumrah takes 5 wickets,sports,"After MI fast bowler Jasprit Bumrah took five wickets for 10 runs against KKR in their IPL 2022 match on Monday, Bumrah's wife and presenter Sanjana Ganesan tweeted, ""Holy moly! My husband is [fire]."" ""Your husband is the greatest bowler in the whole world, remember that,"" a fan tweeted. Bumrah has taken 10 wickets in IPL 2022 so far."
359,"Who is 19-year-old Carlos Alcaraz, who defeated Nadal and Djokovic in same tournament?",sports,"Carlos Alcaraz, who defeated Novak Djokovic, Rafael Nadal and Alexander Zverev en route to his Madrid Open victory, was born in El Palmar in Spain on May 5, 2003. He's now the world number six men's tennis player. He turned pro in 2018 and has won five singles titles. He's the second-youngest player to win two ATP Masters 1000 titles."
360,Does he say the same about Rohit: Hayden on Shastri's 'Kohli needs a break' remark,sports,"Talking about Ravi Shastri saying that Virat Kohli needs a break amid his bad form, cricketer-turned-commentator Matthew Hayden said, ""Does he say the same about Rohit Sharma? I mean these guys are playing cricket all the time."" He added, ""No player ever believes that they can go to the selector and go, 'Sorry, I need to be out'."""
361,This young hero will become a superhero for MI: Irfan on Tilak Varma,sports,"Praising Tilak Varma, ex-India cricketer Harbhajan Singh said the MI batter is like an ""investment"" for the franchise. Ex-India all-rounder Irfan Pathan lauded the 19-year-old batter, saying this ""young hero will become a superhero"" for MI if he continues to play like he's playing in the ongoing IPL. Tilak has scored 328 runs from 10 matches so far."
362,KKR's management is to blame for their performances in IPL 2022: Kaif,sports,"Talking about KKR, who are currently placed ninth in the IPL 2022 standings, Mohammad Kaif said the KKR management is to blame for their current situation as they have done a lot of ""chopping and changing"". He added that too many changes added pressure on the players and it became difficult for them to play in that environment."
363,They lost the only match played as a unit: Ajay Jadeja on GT's loss vs MI,sports,"Sharing his opinion on GT's loss against MI by five runs, ex-India batter Ajay Jadeja said, ""The fact is that they lost the only match in which they played as a unit."" ""GT looked solid from the start but the match slipped at the very end,"" added Ajay. GT's loss against MI was their second consecutive defeat in IPL 2022."
364,He's gone better and better: Hesson on Hasaranga after his 5/18 vs SRH,sports,"Praising Wanindu Hasaranga following his 5/18 in RCB's 67-run win against SRH in IPL 2022, RCB Director of Cricket Operations Mike Hesson said the spinner has gone better and better as the tournament has progressed. ""He...sort of packs a punch, he usually gets himself a lot of ground...generates a lot of power and a lot of leverage,"" he added."
365,Important for Umran to stay away from distractions: VVS Laxman,sports,"Former India batter VVS Laxman has said that SRH pacer Umran Malik needs to continue maintaining his focus and importantly stay away from distractions. ""Soon you realise that you have to control your actions (off the field). There will be so many advisors...but players...very soon cordon all that off and focus on what is to be done,"" Laxman said. "
366,"I was dropped for a couple of games, it's been a tough period: Venkatesh",sports,"KKR all-rounder Venkatesh Iyer said it has been a tough period for him having been dropped for a few games by the franchise. Venkatesh recently made a comeback in his team's win against MI by 52 runs. ""I cannot control what happens out there...I can only control my process and that is what I have been doing,"" added Venkatesh."
