,topic,category,content
399,Musk's ideas would be great for Twitter: Largest ad group WPP CEO,technology,"World's largest advertising group WPP CEO Mark Read in an interview with Bloomberg Television discussed Elon Musk's Twitter deal, saying, ""Many of his ideas around fake bots, and improving the algorithms...would be great for the platform, great for users and great for our clients,"" Read said. He added he doesn't expect any potential crackdown on advertising on Twitter in future.
"
400,Elon Musk to buy Twitter for $44 billion,technology,"Twitter has accepted the world's richest man Elon Musk's bid to take over the social media company. It entered into a definitive agreement to be acquired by an entity wholly owned by Musk, for $54.20 per share in cash in a transaction valued at approximately $44 billion. Upon completion of the transaction, Twitter will become a privately held company."
401,I want to make Twitter better than ever: Musk after $44 bn takeover deal finalised,technology,"Elon Musk, after finalising his $44 billion Twitter buyout deal, said, ""I want to make Twitter better than ever by enhancing the product with new features."" He added that he looks to make Twitter better by ""making the algorithms open source to increase trust, defeating the spam bots, and authenticating all humans"". He added, ""Twitter has tremendous potential."""
402,Twitter CEO Parag set to receive $42 mn if terminated after Musk's takeover: Reports,technology,"Twitter CEO Parag Agrawal would get an estimated $42 million if he is terminated within 12 months of a change in control at the social media company, according to reports quoting research firm Equilar. Musk in a securities filing had said he did not have confidence in Twitter's management. Musk has struck a deal to buy Twitter for $44 billion."
403,No job cuts at the time: Twitter CEO as Elon Musk acquires company for $44 billion,technology,"After Elon Musk struck a deal to acquire Twitter for $44 billion, Twitter CEO Parag Agrawal told the employees that there won't be any job cuts ""at the time"". ""Once the deal closes...we don't know which direction [Twitter] will go,"" he added. Parag reportedly told Twitter employees that Musk's transaction to take Twitter private could take six months to complete."
404,Twitter set to accept Musk's $43 billion offer: Report,technology,"Twitter is set to agree on its sale to the world's richest man, Elon Musk, for around $43 billion in cash, Reuters reported on Monday. It is the price that Musk had called his ""best and final"" offer for the social media company. Twitter may announce the $54.20-per-share deal later on Monday, Reuters added."
405,Musk tweets 'And be my love in the rain' amid reports of Twitter takeover deal,technology,"Elon Musk on Monday tweeted, ""And be my love in the rain."" His tweet came after several reports said that Twitter is set to accept Musk's $43-billion takeover offer. Responding to Musk's tweet, Dogecoin's co-creator tweeted, ""The birds have less to say for themselves...In the wood-world's torn despair...Than now these numberless years the elves...Although they are no less there."""
406,Elon is the singular solution I trust: Jack Dorsey on Musk's $44-bn Twitter takeover ,technology,"After Elon Musk struck a $44-billion deal to acquire Twitter, the micro-blogging platform's billionaire  Co-founder Jack Dorsey tweeted, ""In principle...I don’t believe anyone should own or run Twitter."" He added, ""It wants to be a public good at a protocol level, not a company. Solving for the problem of it being a company however...Elon is the singular solution I trust."""
407,EV startup Fisker CEO removes Twitter account after Musk's $44-bn deal,technology,"US EV startup Fisker CEO Henrik Fisker's Twitter account has ceased to exist after Elon Musk's $44-biilion Twitter deal announcement. Fisker said in a tweet Monday that his followers should look for him on Instagram for future updates, without giving away any additional details. Fisker, who worked with Tesla earlier, was sued by Tesla claiming he stole confidential information."
408,I hope that even my worst critics remain on Twitter: Elon Musk,technology,"Elon Musk on Monday tweeted, ""I hope that even my worst critics remain on Twitter, because that is what free speech means."" His tweet came after several reports claimed that Twitter is set to accept Musk's $43 billion offer to buy the company. Republicans cheered the potential Twitter deal, hoping the former US President Donald Trump will return to Twitter."
409,Actress Jameela Jamil quits Twitter after Elon Musk buys it for $44 billion,technology,"Actress Jameela Jamil announced that she's leaving Twitter after Elon Musk purchased the platform for $44 billion. ""Ah he got twitter...I'd like this to be my what lies here as my last tweet...I fear this free speech bid is going to help this hell platform reach its final form of totally lawless hate, bigotry, and misogyny...Best of luck,"" she wrote."
410,Musk's Boring Company to start testing Hyperloop at full-scale this year,technology,"Billionaire Elon Musk's The Boring Company will begin testing high-speed transport system Hyperloop at full-scale later this year. Earlier today, Musk tweeted, ""In the coming years, Boring Company will attempt to build a working Hyperloop."" He noted that Hyperloop would be the fastest way of getting from one city centre to another for distances less than 3,220 km."
411,"Meta to open its first physical retail store in US next month, Zuckerberg shares pics",technology,"Meta CEO Mark Zuckerberg took to Instagram to share that the company will open its first physical retail space, called 'Meta Store', on May 9. The 1,550 sq ft storefront is situated on Meta's campus in Burlingame, California. The store will let customers ""get hands-on experience"" with its Portal videophones, Ray-Ban Stories smart glasses and Quest 2 virtual reality headsets."
412,"If Musk can afford Twitter, he can pay his taxes: US Congresswoman",technology,"US Congresswoman Marie Newman reacted to Elon Musk's $44-billion Twitter deal, saying, ""If he can afford Twitter, he can damn well afford to pay his fair share in taxes."" She highlighted that Musk had paid $0 in federal taxes in 2018. ""We need a Billionaire Tax NOW,"" she added. US Senator Elizabeth Warren has called the deal ""dangerous"" for democracy."
413,Twitter impacts the entire world: CEO Parag as Musk bags deal to buy Twitter,technology,"Twitter CEO Parag Agrawal took to Twitter after the world's richest man Elon Musk's $44 billion offer to buy Twitter was accepted by the social media company's board. ""Twitter has a purpose and relevance that impacts the entire world,"" tweeted Agrawal. He added, ""Deeply proud of our teams and inspired by the work that has never been more important."""
414,Won't return to Twitter even if account reinstated after Musk takeover: Trump,technology,"Former US President Donald Trump has said he'll not return to social media platform Twitter even if his account is reinstated following the platform's purchase by billionaire Elon Musk. Trump added he will formally join his own Truth Social startup over the next seven days. ""Musk will make improvements to Twitter and he is a good man,"" Trump further said."
415,Don't know which direction Twitter will go: CEO Parag to employees over Musk takeover,technology,"On being asked about Elon Musk's plans for Twitter following a $44-billion takeover, CEO Parag Agrawal told his employees, ""Once the deal closes...we don't know which direction [Twitter] will go."" ""When we've an opportunity to speak with Elon...it's a question we should address with him,"" he added on being asked whether ex-US President Donald Trump would be allowed to return."
416,Free speech bedrock of functioning democracy: Musk as Twitter accepts buyout offer,technology,"The world's richest person Elon Musk said, ""Free speech is the bedrock of a functioning democracy,"" after Twitter accepted his offer to take the social media company private for approximately $44 billion. He added, ""Twitter is the digital town square where matters vital to the future of humanity are debated."" Musk will buy each Twitter share for $54.20 in cash."
417,Elon Musk's old Twitter chat on 'buying Twitter' goes viral,technology,"After Twitter accepted the world's richest man Elon Musk's bid to take over the social media company, an old Twitter chat between Musk and a Business Insider host has gone viral. In 2017, Musk tweeted, ""I love Twitter,"" to which the host replied, ""You should buy it then."" Responding to the host, Musk had tweeted, ""How much is it?"""
418,Did China just gain a bit of leverage over town square: Bezos on Musk's Twitter takeover,technology,"Sharing a tweet by a journalist pointing out connections between Tesla and the Chinese government following Elon Musk's deal to buy Twitter, Jeff Bezos tweeted, ""Did the Chinese government just gain a bit of leverage over the town square?"" He added, ""My own answer...is probably not. The more likely outcome...is complexity in China for Tesla, rather than censorship at Twitter."""
419,"Musk responds to his alleged old e-mail on Twitter, Instagram; shares 'Instagram curse'",technology,"Elon Musk, who has offered to buy Twitter, responded to an e-mail he allegedly wrote in August 2018 about Twitter and Instagram. In the e-mail, Musk allegedly wrote, ""Will tweet as I wish and suffer the consequences...I just deleted my Instagram. Weak sauce."" On Monday, Musk responded to the e-mail by tweeting, ""The Instagram curse: Water everywhere, yet always thirsty."""
420,BMW to help create tool to trace carbon footprint of batteries,technology,"A group of 11 carmakers and battery producers, including BMW, has received $8.78 million from Germany to develop a ""battery passport"". The German government said the tool will trace the content and carbon footprint of batteries in Europe. This comes as from 2024, rechargeable EVs, light transport and industrial batteries sold in Europe might have to disclose their carbon footprint."
421,Hackers steal NFTs worth $3 mn in Bored Ape club's Instagram hack,technology,"Hackers have stolen NFTs worth $3 million from owners after hacking into the Instagram account belonging to the Bored Ape Yacht Club collection. They uploaded a post that linked to a cloned version of BAYC's website and included a free crypto tokens offer. Hacked owners together lost four Bored Apes, six Mutant Apes and three Bored Ape Kennel Club NFTs."
422,Billionaires like Musk play by different rules: US Senator on Twitter deal,technology,"US Senator Elizabeth Warren reacted to Elon Musk's $44 billion Twitter deal, saying, ""Billionaires like Elon Musk play by a different set of rules than everyone else, accumulating power for their own gain."" She also called the deal ""dangerous for our democracy"". ""We need a wealth tax and strong rules to hold Big Tech accountable,"" Warren added."
423,Meta appeals UK order to sell GIF-sharing platform GIPHY ,technology,"Facebook-owner Meta has started its appeal against UK's Competition and Markets Authority's ruling that it must sell GIF-sharing platform GIPHY. It argued that its rival Snap offered far less to buy the platform which undermined the rationale used to block the deal. The CMA said it will defend its decision ""vigorously"". Meta acquired GIPHY in 2020 for $400 million."
424,Ex-eBay exec pleads guilty to harassing US couple critical of eBay,technology,"James Baugh, eBay's former senior director of safety and security, has pleaded guilty to harassing a US couple, who ran a website critical of eBay, by arranging anonymous messages on Twitter and sending home deliveries that included a bloody pig mask and live insects. Baugh has pleaded guilty to nine counts including conspiracy, stalking through interstate travel and witness tampering."
425,Morgan Stanley acting as Musk's lead adviser in $44 bn Twitter deal,technology,"Morgan Stanley is acting as Elon Musk's lead adviser in his $44 billion Twitter deal. Bank of America and Barclays have also advised him. At least nine other banks are reportedly helping Morgan Stanley, Bank of America and Barclays provide $25.5 billion in debt for the deal. Goldman Sachs, JPMorgan Chase, and boutique investment bank Allen advised Twitter."
426,"Twitter user calls Musk's deal 'shameful', Dogecoin Co-creator reacts",technology,"Dogecoin Co-creator Billy Markus liked a post on Twitter that called Elon Musk's Twitter deal ""shameful"" and said he could have given $1 million to every person in the world instead. ""I know! Why didn't he fix all my specific problems exclusively instead of doing what he wanted with his own money,"" Markus said jokingly. "
427,Philips introduces ThermoProtect Straightener to prevent heat damage,technology,"Philips has introduced the new Philips ThermoProtect Hair Straightener equipped with SilkProCare+ ThermoProtect technology to distribute heat evenly across the plates. The brand revealed the keratin-infused ceramic plates come with multiple temperature settings to reduce up to 30% of hair damage. It provides smooth and frizz-free hair with vibrant shine, making it the right choice, it added"
428,"India a technological powerhouse: EU chief on launching trade, tech body with India",technology,"India and the European Union (EU) have decided to launch a Trade and Technology Council to tackle challenges in trade, trusted technology and security. ""We have India as a technological powerhouse,"" said EU chief Ursula von der Leyen while holding talks with PM Narendra Modi in Delhi. Till now, EU only had one such council in place with the US."
429,Twitter in final stages of negotiation for its sale to Elon Musk: Report,technology,"Twitter is in the final stretch of negotiations with the world's richest person, Elon Musk, about a potential sale of the microblogging site, Bloomberg reported on Monday. ""Twitter could reach an agreement as soon as Monday,"" Bloomberg added, without specifying the date. A few days ago, Musk had said that he had secured $46.5 billion in funding to buy Twitter."
430,"UPI server faces outage, users from across India complain of failed payments",technology,"The Unified Payments Interface (UPI) server appeared to be down for more than an hour on Sunday evening, causing disruptions in payments across India. Several users took to Twitter to complain about failed payments on major UPI apps, including PhonePe, Google Pay and Paytm. The National Payments Corporation of India (NPCI) is yet to issue a statement on the outage."
431,PM urges people to try 'Cashless Day Out' using only digital mode for payments,technology,PM Narendra Modi has urged people to try a 'Cashless Day Out' by using only digital mode for payments. He gave an example of two girls from Delhi who spent an entire day roaming the city without doing any money transactions in cash. He said that people in small towns and in most villages are also transacting through UPI itself.
432,Man killed in EV battery explosion in Vijayawada a day after buying e-scooter,technology,"A 40-year-old man died and three of his family members were left critically injured after an e-scooter's battery exploded inside their residence in Vijayawada. Siva Kumar had bought the Boom Motors Corbett 14 scooter on Friday and plugged its battery to charge before going to sleep, police said. Kumar died of burns and suffocation while being rushed to the hospital."
433,Two-thirds of all Android smartphones sold in 2021 put user privacy at risk: Report,technology,"Check Point Research claimed two-thirds of all Android smartphones sold in 2021 put the privacy of users at risk. Check Point discovered vulnerabilities in the ALAC audio coding format that could've led an attacker to remotely get access to media and audio conversations. ""MediaTek and Qualcomm, two of the largest mobile chipset manufacturers, used ALAC in their handsets,"" it added."
434,Moving on from making fun of Bill Gates for shorting Tesla: Musk,technology,"The world's richest person and Tesla CEO, Elon Musk, on Sunday tweeted, ""Moving on..."" After several Twitter users began guessing that Musk is moving on from his desire to buy Twitter, Musk tweeted, ""(from making fun of Gates for shorting Tesla while claiming to support climate change action)"". Earlier, Musk admitted to confronting Bill Gates on shorting Tesla stock."
435,Twitter begins deal talks with Elon Musk: Report,technology,"Twitter on Sunday began deal negotiations after Tesla CEO Elon Musk pursued many of the social media company's shareholders with financing details on his $43 billion acquisition offer, according to a Reuters report. Musk has said Twitter needs to be taken private to grow and become a genuine platform for free speech."
436,Banks ask NPCI to clarify stance on UPI for crypto trading: Report,technology,"Several banks have asked the National Payments Corporation of India (NPCI) to issue a formal directive over restrictions regarding the use of United Payments Interface (UPI) to purchase and sell virtual digital assets, the Economic Times reported. Some banks have blocked UPI for crypto trading following ""verbal instructions"" from NPCI, the report said, adding a circular from NPCI is unlikely."
437,Twitter executives met Musk to discuss $43 bn takeover bid: Reports,technology,"Twitter executives met the world's richest person and Tesla CEO Elon Musk on Sunday to discuss his $43 billion takeover offer, reports said. The development comes after Musk revealed that he has secured $46.5 billion in funding to take the social media company private. Musk has been meeting with Twitter shareholders recently to seek support for his bid, Reuters reported."
438,Dogecoin payment sent over 160 km without using internet for the first time,technology,"A Dogecoin developer has successfully conducted the first Dogecoin payment without using the internet through a protocol called 'RadioDoge'. The developer tweeted that 4.2069 Dogecoin was sent over 160 km using libdogecoin, a programming library for creating Dogecoin projects, and radio. They added that the recipient used Starlink satellite network to relay the transfer to the Dogecoin mainnet."
439,"If you've worked on smart watches & phones, please join Neuralink: Musk",technology,"World's richest person Elon Musk tweeted, ""If you've engineered or manufactured smart watches or phones, please join Neuralink. Your skills are directly applicable."" Co-founded by Musk in 2016, Neuralink is a neurotechnology company that is developing implantable brain-machine interfaces to help people with paralysis. In a recent interview, Musk suggested Neuralink could help treat morbid obesity."
440,"Billionaire Jack Dorsey drops his CEO title at Block, calls himself 'Block Head'",technology,"Twitter's billionaire Co-founder Jack Dorsey, who Co-founded fintech startup Block (previously Square), has changed his title of CEO at Block to 'Block Head and Chairperson'. ""There will be no changes in Dorsey's roles and responsibilities,"" Block said in a regulatory filing. World's richest person Elon Musk tweeted to Dorsey, ""Your new title at Block is...,"" followed by two fire emojis."
441,"Ola Electric recalls 1,441 two-wheelers amid incidents of EVs catching fire",technology,"Ola Electric is recalling 1,441 units of its electric two-wheelers in the wake of incidents of vehicles catching fire. The company said its investigation into the fire incident on March 26 in Pune is ongoing. Recently, there have been several incidents of electric two-wheelers catching fire in various parts of the country forcing manufacturers to recall their vehicles."
442,Google adds 'reject all cookies' option in Europe after €150 mn fine,technology,"Google is introducing a single-click ""reject all"" option for cookies in Europe after France's data protection agency fined Google €150 million for confusing language in cookie banners. The option's rollout began from Google-owned YouTube in France and will soon be expanded across Europe on Google's search engine and YouTube. Cookies help websites keep track of a user's visits and activities."
443,TCS could become the world's largest IT company: CEO,technology,"Tata Consultancy Services' (TCS) CEO Rajesh Gopinathan said, ""Absolutely. In many ways, we already are,"" when he was asked if the Indian IT services major could become the world's largest IT company. Gopinathan also said, ""Today we are $25 billion in size...There is no reason we shouldn't aspire to be double, triple, quadruple of the size we are today."""
444,Video shows Tesla car crashing into $3.5-million private jet in US,technology,"A video has surfaced online, showing a Tesla car crashing into a $3.5-million private jet in US' Washington. The car could be seen pushing the Cirrus Vision Jet across the tarmac. The Tesla owner was reportedly using the 'Smart Summon' feature that enables a Tesla vehicle to leave a parking space and navigate around obstacles to reach its owner."
445,Twitter bans misleading ads contradicting climate change science,technology,"Twitter announced on Earth Day that it is banning misleading advertisements that go against the scientific consensus on climate change from its platform. ""We believe that climate denialism shouldn't be monetised on Twitter,"" the micro-blogging site stated. The announcement, however, didn't indicate if the change would affect what users post on the micro-blogging site."
446,"India seeing digital transactions worth ₹20,000 cr daily: PM",technology,"PM Narendra Modi in his 'Mann Ki Baat' radio programme on Sunday said digital transactions worth ₹20,000 crore are now taking place daily in the country. ""In March, UPI transactions even reached ₹10 lakh crore,"" PM Modi stated. He urged the public to go for 'Cashless Day Out', adding that digital transactions boost facilities and encourage honesty."
447,"Crypto is big part of future, people are looking at it the wrong way: Mark Cuban",technology,"Billionaire investor Mark Cuban told Bloomberg that cryptocurrencies are ""a big part of the future"", but ""people are looking at it the wrong way"". He explained, ""They get really amped up about the price of cryptocurrencies, and...think that's really what crypto is. But that's the noise."" Cuban said ""the signal"" is how crypto can help disrupt an industry."
448,Indian oil firms saw 3.6 lakh cyberattacks in 6 months: Study,technology,"Indian oil companies faced 3.6 lakh cyberattacks between October 2021 and April 12, a study by civil society organisation CyberPeace Foundation revealed. One of the most recent and noticeable among these attacks was detected at Oil India Limited's (OIL) Assam headquarters this month, in which hackers reportedly demanded ₹57 crore. October saw the highest number of attacks at 1,17,633. "
449,Crypto profits grew 400% in 2021 to $162.7 bn: Chainalysis,technology,"Crypto investors gained a total of $162.7 billion in 2021, a 400% increase from just $32.5 billion in 2020, a report by data analytics firm Chainalysis revealed. As per the report, the US investors profited the most (around $47 billion), followed by the UK, Germany and China. India came 21st, with $1.85 billion in total realised gains, the report added."
450,Apple's crypto rules raise potential antitrust issues: Coinbase CEO,technology,"Coinbase CEO Brian Armstrong said Apple has banned a ""bunch of features"" on its mobile application which creates room for ""potential antitrust issues"". ""Apple so far has not really played nice with crypto,"" Armstrong said. He added that he believes crypto-compatible phones could be ""quite popular"" in the future and that smartphone makers should start preparing crypto-specific hardware features."
451,Hashtags don't really help posts get more views: Instagram chief,technology,"Adding hashtags to Instagram posts does not help in increasing the posts' views, the social media platform's chief Adam Mosseri said. Responding to an Instagram user when he was asked if ""hashtags help views"", Mosseri said, ""I wouldn’t...think of hashtags as a way to...get more distribution."" He added that hashtags help Instagram's algorithm in understanding what the post is about."
452,Russia might mine Bitcoin amid sanctions to generate hard cash: IMF,technology,"Russia might sidestep Western sanctions by using its unwanted energy exports to mine Bitcoin to generate hard cash, IMF said in its recent Global Financial Stability Report. Russia could also use crypto exchanges that don't comply with the sanctions to carry out transactions, the report added. It urged countries to consider amending laws to take crypto assets into account."
453,"Bitcoin falls to six-week low, Ether declines nearly 5%",technology,"Bitcoin fell as much as 3.2% to $38,236 on Monday, marking the crypto's lowest level since March 15. The world's largest cryptocurrency extended this month's losses as investors shied away from risk assets amid a more hawkish outlook for US Federal Reserve policy tightening. Ether, the second-biggest crypto, also slumped 4.8% to $2,799, a level not seen since March 18."
454,"Musk rejects philanthropy talks with Bill Gates, pics of their chat surface",technology,"A purported chat between Elon Musk and Bill Gates has surfaced on social media. While Gates said he wanted to discuss ""philanthropy possibilities"" with Musk, the latter denied his request, citing Gates’ short position against Tesla. Musk tweeted that he didn't leak the chats and it wasn't a top secret that Gates had a half-a-billion short position against Tesla."
455,Google to ban third-party call recording apps from Play Store from May 11,technology,"Google is set to introduce a new policy that will block third-party call recording apps from the Play Store from May 11. Such apps currently use the Accessibility API (designed for people with disabilities) to access the audio functions on Android devices. However, phones that come with an in-built call recording feature will still be able to use the function."
456,My true moral error was creating Tesla & SpaceX at the same time: Elon Musk,technology,"Tesla and SpaceX CEO Elon Musk tweeted, ""My true moral error was creating Tesla and SpaceX at same time."" He said that he avoided general management-related work at the electric vehicle maker Tesla and focused only on product and engineering. ""Tried to have my cake and eat it too, which failed,"" Musk, who is currently the world's richest person, added."
457,"Apple asked to pay $1,000 to man for selling iPhone without charger in Brazil",technology,"A Brazilian court has ordered Apple to pay a compensation of about $1,000 to a customer who made a complaint about not getting a charger with his iPhone. The judge ruled that Apple is engaged in ""abusive and illegal"" practice by selling new iPhones without power adapters and that the latter is quite essential for the functioning of the iPhone."
458,"Taliban bans TikTok, PUBG for 'misleading youth' in Afghanistan",technology,"The Taliban in Afghanistan has ordered a ban on TikTok and PUBG, saying that these platforms ""mislead the younger generation"". It said that it would also ban TV channels from airing 
 ""immoral material"". While it is unclear when the ban will come into place, this is the first time that the Taliban has banned an app since coming to power. "
459,Elon Musk registers 3 'X Holdings' companies to support his Twitter offer,technology,"Elon Musk has registered three holding companies in Delaware named 'X Holdings' to support his Twitter offer and to potentially bring all his business ventures under one parent company. In 2020, a Twitter user suggested Musk to form an 'X company' that would become the ""parent company of Tesla, SpaceX, Neuralink and Boring Company"", to which Musk responded, ""Good idea."""
460,"Musk mocks Bill Gates with Apple's 'pregnant man' emoji, Twitter users react",technology,"Tesla CEO Elon Musk took to Twitter to mock Bill Gates with Apple's 'pregnant man' emoji that has been recently rolled out. Sharing a photo of Gates along with the emoji, Musk wrote, ""In case you need to lose a boner fast."" Reacting to his post, a user wrote, ""Is this the guy people want to buy Twitter?""
"
461,Man makes PowerPoint presentation for lost bag after Irish airline misplaces it,technology,"A passenger who was travelling to London after his wedding, placed AirTags in his different baggage in order to track their location. After having lost one bag, he repeatedly contacted the Irish carrier Aer Lingus for it and after not receiving any reply, he made a PowerPoint presentation showing where his bag had travelled to and shared it on Twitter.
"
462,"Time-lapse satellite pics of melting glaciers, deforestation shared by Google",technology,"To mark the Earth Day, Google Doodle has shared time-lapse satellite images showing melting glaciers, retreating snow cover, deforestation and coral bleaching. It is created from real imagery from Glacier retreat at the summit of Mount Kilimanjaro in Africa, Sermersooq Glacier retreat in  Greenland, Great Barrier Reef in Australia and Harz Forests in Germany."
463,"NASA has become an ATM machine to fuel Musk, Bezos' space race: Sanders",technology,"US Senator Bernie Sanders has expressed his concerns over NASA providing subsidies to private space companies like SpaceX and Blue Origin. He said, ""NASA has become...an ATM machine to fuel a space race...between the two wealthiest men in America - Elon Musk and Jeff Bezos."" Sanders added that space exploration can make the richest people in the world incredibly richer."
464,Musk in talks with Thoma Bravo to partner on Twitter offer: Report,technology,"Tesla CEO Elon Musk is in talks with private equity firm Thoma Bravo for partnering on a possible takeover of Twitter, as per a New York Post report. It added that Thoma Bravo could be ""the key"" for Musk to move forward on his offer for Twitter. Musk said he has lined up $46.5 billion in financing to acquire Twitter."
465,"Florida finance head praises Musk's bid, criticises Twitter's strategy",technology,"Florida's finance department CFO Jimmy Patronis has praised Tesla CEO Elon Musk's $43 billion Twitter bid and said the state of Florida, which holds shares in Twitter, is ""very concerned"" about it leaving the offer. The poison pill strategy used by Twitter ""hurts our state's equity position,"" Patronis added. He also called himself a ""rabid Elon Musk fan""."
466,Ukraine postal service faces cyberattack amid Russian warship stamp sale,technology,"Ukraine's national postal service Ukrposhta was hit by a cyberattack after the sales of a postage stamp honouring 13 of its soldiers who told a Russian warship ""go f*** yourself!"" went online. Ukrposhta's Director-General Igor Smelyansky issued an apology to customers. ""We are really doing everything...to restore both the online store and other Ukrposhta systems,"" he added."
467,"Tesla was a shell corp with no staff, no IP before I acquired it: Musk",technology,"Tesla CEO Elon Musk in response to GrowthSchool's Vaibhav Sisinty, who ""reminded"" users of Musk's Tesla acquisition, said, ""It was a shell corp with no employees, no IP, no designs, no prototype, literally nothing."" He added, if filing a shell corp constitutes 'founding a company', then he would be PayPal's only founder. Sisinty had highlighted that Musk isn't Tesla's founder."
468,Ukraine Vice PM shares 'facepalm' emoji on Russia banning Zuckerberg,technology,"Ukraine Vice Prime Minister Mykhailo Fedorov, on Twitter, shared a 'facepalm' emoji while saying that Russia had imposed sanctions on Mark Zuckerberg. Russia has banned 29 Americans, including Meta CEO Mark Zuckerberg, from entering Russia. Earlier, Russia had protested against Meta allowing users in some countries to call for violence against Russians and Russian soldiers over the Ukraine war."
469,US official praises SpaceX for handling Russian jamming attack in Ukraine,technology,"Director of Electronic Warfare at Office of the Secretary of Defense Dave Tremper has said the way SpaceX Starlink handled Russia's jamming attacks in Ukraine was ""eye-watering"". Tremper said SpaceX fixed the attack a day after it was reported and suddenly the attack ""was not effective"" anymore. ""We [US] need to be able to have that agility,"" Tremper said."
470,Binance denies report of it agreeing to share user data with Russia,technology,"Binance has responded to a Reuters report which claimed it agreed to give users' data to Russian FSB-linked agency Rosfin, saying it's a false claim. ""Inaccurate article by irresponsible journalists,"" Binance CEO Changpeng Zhao said. The report had also said around the time Binance executive met Rosfin in 2021, Rosfin was seeking to trace Bitcoin funding of Kremlin-critic Alexey Navalny."
471,SoftBank may retain controlling stake in UK's Arm post IPO: Report,technology,"Japan's SoftBank plans to keep a controlling stake in Arm after the UK-based firm's planned initial public offering, Bloomberg reported citing sources. It will sell only a small part of its stake in the IPO, with an aim to get higher valuations for the rest of the shares in future. Arm's IPO is expected to happen in 2023."
472,US crypto-mining firm looks to sell gear worth $30 mn stuck in Russia,technology,"US-based cryptocurrency-mining firm Compass Mining is seeking to sell gear worth $30 million in Siberia after one of its rivals got sanctioned by the US over Russian operations. It's seeking to sell its mining equipment with 12 megawatts of capacity that can't be moved out of Russia. It will distribute the proceeds to about 2,000 clients that own the gear."
473,Musk seeks to appeal finding that his 2018 Tesla tweets were false,technology,"Tesla CEO Elon Musk is seeking to appeal a US judge's finding that his 2018 tweets about taking Tesla private were false. In a filing, Musk's lawyers argued that the judge ""parsed the individual phrases of the various tweets and indicated certain other information should have accompanied the tweets"". They also highlighted that Twitter has a character limit per tweet.



"
474,Twitter to pilot crypto payments for some users on platform,technology,"Twitter and Stripe will pilot cryptocurrency payments for select users of Twitter's Ticketed Spaces and Super Follows programmes. Eligible users will receive their earnings from Twitter in USD coin, a stablecoin backed by the US dollar. The crypto payments will be routed through Stripe Connect. Users will be able to hold their earnings in crypto wallets on the Polygon network."
475,Social media's design is tilting us in the wrong direction: Obama,technology,"Former US President Barack Obama, while discussing social media platforms and disinformation at a conference, said, ""The very design of these platforms is tilting us in the wrong direction."" He warned that citizens no longer know ""what to believe"" due to false information spreading online. ""Disinformation is a threat to our democracy,"" Obama said."
476,Living up to our commitment: Binance on limiting services in Russia,technology,"World's largest cryptocurrency exchange Binance CEO Changpeng Zhao addressed the firm's decision to limit services in Russia, saying, ""Binance gave its word...that we would implement any and all sanctions actions, and we are living up to that commitment."" ""We believe a crypto exchange should not have the power to unilaterally freeze an entire nation's user accounts,"" he added."
477,US Republicans ask Twitter to retain records tied to Musk's offer,technology,"A group of 18 House Republicans in the US has asked Twitter board members to preserve all records and materials relating to Tesla CEO Elon Musk's $43 billion offer. The members have been asked to preserve any message from official or personal accounts, including through encryption software. Their letter said Twitter's reactions to the offer are ""concerning"".
"
478,Apple actively doing communist China's bidding: US FCC Commissioner,technology,"US FCC Commissioner Brendan Carr, while commenting on Apple CEO Tim Cook's speech discussing human rights, said, ""Apple is actively doing the bidding of communist China."" In a letter addressed to CEO Tim Cook, Carr accused Apple of censoring apps in China to please the government. ""I would encourage Apple to evaluate its overall relationship with China,"" Carr added."
479,Mark Zuckerberg only wants to talk about metaverse: Ex-Meta employee,technology,"A former Meta employee, who recently left the firm, has said metaverse is the ""only thing"" that CEO Mark Zuckerberg wants to talk about, Business Insider reported. Several current and former Meta employees said that his fixation with metaverse is becoming a point of frustration for employees. A current employee said the firm lacks a coherent strategy for metaverse.
"
480,Starlink is our smart & quick solution to restore telecom: Ukraine,technology,"Ukraine Vice Prime Minister Mykhailo Fedorov commented on internet connection's state in areas that Russia has left, adding that SpaceX's Starlink is Ukraine's ""smart and quick solution to restore telecom"". He said Russian soldiers are leaving behind ""damaged infrastructure and broken internet connection"". A Ukrainian telecom firm is using Starlink as a base station till optical cable gets fixed.
"
481,Netflix shares crash over 35% in their biggest fall in more than 10 years,technology,"Netflix shares crashed over 35% on Wednesday in their biggest drop since October 2011. The stock crashed after Netflix reported losing 2,00,000 customers in Q1 2022, marking the first time in more than 10 years that the company lost subscribers. At the time of writing, Netflix shares were trading at $224.68, shedding over a third of their value."
482,$54 billion wiped off Netflix's market value in its biggest drop since 2004,technology,"Netflix shares crashed 35% on Wednesday, wiping off $54 billion from the company's market value in its biggest drop since 2004. It made Netflix the worst-performing stock of the year on both S&P 500 and Nasdaq 100 indexes. Netflix shares crashed after it reported losing 2,00,000 subscribers in Q1 2022, marking the first drop in subscribers in over 10 years."
483,'Non-compete' clause in offer letter won't limit career growth: Infosys after backlash,technology,"Infosys, facing backlash for its 'non-compete' clause in offer letters to the employees, on Wednesday said that it won't limit the employees' career growth. The agreement reportedly says that an employee shall not accept an employment offer from ""named competitors"" for six months after they quit Infosys. The company reportedly named TCS, Wipro, and other major IT firms as competitors."
